11888.2807,2475.410484,1,1,1,1,1,1,1,1,0,0,0,0,6144,6656,7424,8192,8704,8960,9216,4864,9984,9984,10240,10240,10496,10496,10496
9635.495798,2840.493753,1,1,1,0,1,1,1,1,0,0,0,0,4096,4352,4352,4352,4608,4864,4864,5888,4864,5120,5120,5120,5632,5632,5888
9732.196721,3965.244098,1,1,1,1,0,1,1,1,0,0,0,0,4864,5376,5376,5376,5632,5632,5632,9984,5888,5888,5888,6144,6144,6400,6400
12901.05263,2003.605855,1,1,1,1,1,0,1,1,0,0,0,0,8192,8704,9216,9472,9728,9728,9984,15104,9984,10240,10496,10496,10752,11008,11520
15669.13208,2356.119414,1,1,1,1,1,1,0,1,0,0,0,0,13312,19456,12800,15872,13568,13824,15104,9216,17920,14848,15872,12288,12544,13056,13568
12599.85455,2057.867139,0,1,1,1,1,1,1,1,0,0,0,0,14336,10240,13568,12544,12544,9984,13312,8960,15872,12032,13568,15360,10752,13824,11520
10695.11111,1976.189208,0,1,1,0,1,1,1,1,0,0,0,0,8192,11520,10496,9472,12800,11264,10752,13056,10240,13568,12032,9984,11008,7168,10752
10818.95385,2017.410008,0,1,1,1,0,1,1,1,0,0,0,0,9728,9472,5888,10496,10496,8704,8704,13568,10752,9728,8704,8704,10752,10240,10496
12155.25926,1908.063637,0,1,1,1,1,0,1,1,0,0,0,0,12544,9216,9472,12032,14592,14080,10752,15104,12544,14336,7936,11776,12032,15360,12800
14429.09091,2222.083795,0,1,1,1,1,1,0,1,0,0,0,0,12800,14080,15360,17152,11776,16640,11520,14592,13056,10752,13824,10496,12800,10496,11776
13252.26667,2648.028661,1,0,1,1,1,1,1,1,0,0,0,0,12544,15872,11776,12288,9728,15104,12032,12544,14080,15616,12800,14592,11776,12800,14080
9153.422222,2264.611686,1,0,1,0,1,1,1,1,0,0,0,0,11776,7424,5632,9728,8704,10496,10496,5888,11008,12032,12032,9728,9216,12544,10752
9591.829787,2795.104037,1,0,1,1,0,1,1,1,0,0,0,0,6656,8704,8448,5632,9984,9216,6400,13568,9728,6144,10240,7936,7168,7168,13824
13369.6,1976.671807,1,0,1,1,1,0,1,1,0,0,0,0,12032,13568,14848,13056,14336,11776,15104,13056,14592,10240,11008,12544,13056,20224,12544
15652.57143,1894.324567,1,0,1,1,1,1,0,1,0,0,0,0,13568,14336,16640,17920,15616,17152,13568,12288,15360,14336,12544,16384,12544,13056,15872
13388.19048,2328.299729,1,1,0,1,1,1,1,1,0,0,0,0,11008,6656,12544,15616,13824,13568,15360,5632,14080,7680,16128,12544,11008,12544,8448
9780.409449,2546.215808,1,1,0,0,1,1,1,1,0,0,0,0,5120,5376,5376,5632,5632,5632,5632,5888,5888,5888,5888,5888,5888,6144,6144
8745.411765,2534.120285,1,1,0,1,0,1,1,1,0,0,0,0,8448,8448,6144,5376,8960,6144,8192,15360,7936,5120,7680,6144,9472,8448,12800
14141.16814,2005.64031,1,1,0,1,1,0,1,1,0,0,0,0,14336,12288,12288,11776,13312,12288,12288,17664,15104,15360,12544,16128,13824,14336,14592
16053.67742,2313.985762,1,1,0,1,1,1,0,1,0,0,0,0,17152,12288,15616,15616,18944,11008,16128,6144,15360,16640,19968,15872,11520,19456,15872
10185.53191,2609.025479,1,1,1,1,1,1,1,0,1,0,0,0,5632,9472,4608,10496,8192,11520,10752,10240,8960,5120,6656,7680,7936,11008,6656
8728.615385,2953.536917,1,1,1,0,1,1,1,0,1,0,0,0,12288,12288,8960,10752,5376,9728,2560,6400,11776,9984,4864,7936,9472,4864,10496
6189.511111,2087.822927,1,1,1,1,0,1,1,0,1,0,0,0,4096,5888,4608,6912,2560,4096,4608,5888,6144,3584,6144,5632,6656,5376,6912
10446.97872,2155.533945,1,1,1,1,1,0,1,0,1,0,0,0,8704,8704,5888,10496,12032,11008,9216,10496,14336,10240,11008,8960,7680,10496,11264
11971.25424,2206.469794,1,1,1,1,1,1,0,0,1,0,0,0,12288,13056,9472,12288,10752,13568,15104,11008,11520,17664,13056,13056,10496,7936,10496
11846.4,1624.254319,0,1,1,1,1,1,1,0,1,0,0,0,13568,11008,9216,10496,13056,14336,12032,12288,10496,12288,15360,10752,9728,9472,11776
10666.66667,1210.066728,0,1,1,0,1,1,1,0,1,0,0,0,9728,10240,13312,13312,9728,10752,11264,9728,10240,11008,12544,8960,10240,10752,9728
9135.157895,1123.164317,0,1,1,1,0,1,1,0,1,0,0,0,8192,11264,11520,8960,7424,8960,8448,9472,9728,7936,9728,8704,7424,11264,8192
11834.18182,1392.203528,0,1,1,1,1,0,1,0,1,0,0,0,9984,11520,13312,11264,11520,12032,12800,13056,11008,11008,14080,8960,12800,10752,11264
13488,1772.373245,0,1,1,1,1,1,0,0,1,0,0,0,10240,13056,13824,17408,12800,12032,13312,14080,17152,12032,11776,13568,16128,13312,11264
11797.78723,1959.717958,1,0,1,1,1,1,1,0,1,0,0,0,14080,13824,11520,11520,13824,13824,7168,8960,10496,11264,12288,16384,13568,13056,11776
8500.363636,1838.24827,1,0,1,0,1,1,1,0,1,0,0,0,7424,7680,9472,9216,9984,9728,10496,9984,8192,11264,8704,9216,8448,9216,8448
7841.684211,2192.862452,1,0,1,1,0,1,1,0,1,0,0,0,5376,6400,5888,7680,5888,14848,8192,14592,6912,5888,8448,6144,7936,6912,7936
12085.5814,1920.250408,1,0,1,1,1,0,1,0,1,0,0,0,12032,9984,10752,9728,8960,11776,13056,13568,9728,12800,14848,12800,12544,9984,14080
13393.92,1744.299963,1,0,1,1,1,1,0,0,1,0,0,0,11776,12032,12288,11776,15104,15104,16384,11520,16384,14080,15104,11264,12288,12544,14080
11510.51852,1848.694845,1,1,0,1,1,1,1,0,1,0,0,0,7936,11008,13312,10240,13056,8448,15104,11008,11008,11520,11008,12800,6912,12800,13568
9603.555556,2692.500889,1,1,0,0,1,1,1,0,1,0,0,0,12032,12544,4608,6144,11008,8192,7168,6656,9984,11008,8192,11008,10240,11008,11520
7173.446809,1627.414792,1,1,0,1,0,1,1,0,1,0,0,0,7680,8704,6656,7424,5888,5120,7936,12800,6656,6656,6400,6400,4352,8704,12032
12032,1587.831373,1,1,0,1,1,0,1,0,1,0,0,0,11776,11776,13824,12032,12288,8192,9472,11776,9728,9984,14848,11520,13056,12032,15616
12788.18462,2088.318514,1,1,0,1,1,1,0,0,1,0,0,0,9984,14848,9472,13312,16384,11776,12032,6400,14080,14592,14080,11264,15872,13824,11264
6313.220339,1360.957727,1,1,1,1,1,1,1,0,0,1,0,0,5888,6656,5376,6144,6400,4352,4352,5632,4608,7680,8192,8448,8192,7424,7680
5193.762712,1363.811347,1,1,1,0,1,1,1,0,0,1,0,0,7168,4608,5888,5376,5120,6656,3584,2816,5376,5632,5632,4096,5376,3840,5632
4413.217391,2045.997088,1,1,1,1,0,1,1,0,0,1,0,0,3328,4096,3328,4608,3584,2816,4096,8960,3584,3072,3584,3328,3328,4864,3584
6947.446154,1684.718356,1,1,1,1,1,0,1,0,0,1,0,0,7936,7680,5632,9984,4608,6656,5888,9984,4608,7424,5632,6400,6656,7680,6400
8567.172414,2099.679475,1,1,1,1,1,1,0,0,0,1,0,0,8704,8704,9216,6656,9728,8960,8192,11264,9216,6912,8192,9216,6912,7680,8448
11302.64151,1671.478561,0,1,1,1,1,1,1,0,0,1,0,0,14592,10752,9984,8704,12032,9728,11520,9984,11264,14080,13312,9728,13568,13824,9984
8897.939394,1854.793274,0,1,1,0,1,1,1,0,0,1,0,0,7680,7424,10496,6144,7424,7680,9216,6912,8192,10496,9216,5888,14848,8960,8704
6546.285714,2014.390892,0,1,1,1,0,1,1,0,0,1,0,0,5888,5632,5120,10240,4096,6144,5888,9472,6400,6656,6656,6656,5376,6144,5376
11876.95775,1638.902136,0,1,1,1,1,0,1,0,0,1,0,0,13568,12544,13056,12544,10240,15360,8960,15872,11008,9472,11264,11776,13824,14080,8192
14658.37037,1855.519541,0,1,1,1,1,1,0,0,0,1,0,0,15616,13568,14848,11008,13568,16384,15872,7936,15616,16128,13568,14848,13056,12288,16128
7998.792453,1443.714352,1,0,1,1,1,1,1,0,0,1,0,0,6912,8192,9472,5632,7168,7680,7936,4608,6912,9728,8704,7424,6912,9216,8960
4962.742857,1742.988078,1,0,1,0,1,1,1,0,0,1,0,0,3584,4352,5632,5376,5632,5376,4096,3328,5888,5888,5376,5376,4864,4608,5888
4402.285714,1403.375641,1,0,1,1,0,1,1,0,0,1,0,0,5120,3072,5120,4352,6656,4864,2816,5120,3840,4096,8704,3840,5888,7680,3840
9058.807018,1459.227577,1,0,1,1,1,0,1,0,0,1,0,0,11520,8192,9472,8448,7424,8192,9984,9472,8192,8960,6912,9728,9472,7680,8704
10574.45161,1792.053183,1,0,1,1,1,1,0,0,0,1,0,0,9984,6400,8704,8960,8960,14848,10752,5888,9216,13056,12544,12800,9216,12032,10496
7359.189873,1477.145741,1,1,0,1,1,1,1,0,0,1,0,0,4096,8192,4352,5376,9216,8448,8704,5120,6912,3328,6912,7936,5120,8192,6400
5579.636364,1738.513318,1,1,0,0,1,1,1,0,0,1,0,0,2560,3072,6656,6400,6144,4608,5120,4352,7936,4608,4864,6656,6144,4608,6144
4093.090909,788.3232261,1,1,0,1,0,1,1,0,0,1,0,0,3840,3840,3328,3840,5120,3584,3584,6912,2816,4096,3072,3840,4608,2816,4608
8025.445783,2348.128935,1,1,0,1,1,0,1,0,0,1,0,0,7424,6400,7936,5632,6656,7424,7680,8704,6656,6144,8192,6656,7936,9472,7424
9735.013699,1633.622258,1,1,0,1,1,1,0,0,0,1,0,0,6912,8960,10240,8448,8192,7936,9728,7168,8448,8192,12032,10240,7424,10240,11264
7943.111111,2631.049609,1,1,1,1,1,1,1,0,0,0,1,0,8192,8192,8960,7680,8192,21504,6912,5632,9472,8960,5632,7424,6400,7168,8192
7180.8,1143.324599,1,1,1,0,1,1,1,0,0,0,1,0,5888,6144,6656,6912,7936,6400,7168,8192,8448,6656,4608,7424,5632,7424,6400
6870.032787,1084.284495,1,1,1,1,0,1,1,0,0,0,1,0,7936,7936,7168,4864,8960,8192,6912,8704,6400,6656,7680,7424,5888,7168,7424
7532.307692,1649.239558,1,1,1,1,1,0,1,0,0,0,1,0,6912,6144,6144,7424,6912,7168,8192,7424,9216,6144,6912,5632,7424,6656,7936
8064,1395.934133,1,1,1,1,1,1,0,0,0,0,1,0,7680,7680,5888,6400,8704,7936,7168,6400,7680,7936,7168,7680,8448,8704,7680
6173.538462,699.5011497,0,1,1,1,1,1,1,0,0,0,1,0,6400,5376,6656,6144,6144,5120,5888,5632,5376,6656,6656,6400,4864,5888,5120
6769.777778,1573.824869,0,1,1,0,1,1,1,0,0,0,1,0,5632,5888,5632,8448,6656,5120,5632,7680,6656,7680,6656,13056,7680,7424,5120
6403.820896,990.9753831,0,1,1,1,0,1,1,0,0,0,1,0,6912,6144,3584,7680,6144,5632,6912,4608,7680,7936,5376,6144,6912,6144,4864
6355.2,1410.39982,0,1,1,1,1,0,1,0,0,0,1,0,6144,7424,6656,6144,6656,5376,8960,6656,5888,5376,12800,7424,4608,5632,6400
6803.525424,945.0424066,0,1,1,1,1,1,0,0,0,0,1,0,5632,6912,8960,6400,5888,6400,7936,8448,6656,6400,6144,7168,6144,6656,5376
7100.631579,905.9460166,1,0,1,1,1,1,1,0,0,0,1,0,6656,6912,7168,6400,7424,7936,7424,5888,6400,6656,6400,6656,6400,8448,7168
6807.703704,897.2322564,1,0,1,0,1,1,1,0,0,0,1,0,6400,5888,8448,8192,7680,6912,6400,6144,7424,7936,7936,7424,6144,5376,7424
7015.164179,1480.070848,1,0,1,1,0,1,1,0,0,0,1,0,5632,5120,5632,7424,5376,6656,6400,7936,5888,5888,6912,6912,5376,6656,7936
7659.789474,964.0970894,1,0,1,1,1,0,1,0,0,0,1,0,8704,7168,7424,6912,7680,7168,6144,7424,8192,8448,8704,8448,7680,7424,8704
7691.377778,843.6983328,1,0,1,1,1,1,0,0,0,0,1,0,6912,8448,8192,7424,8448,8192,7424,7680,7936,8448,7424,7424,6144,6144,7168
7481.37931,1234.776673,1,1,0,1,1,1,1,0,0,0,1,0,6400,5632,6656,6912,7168,8192,7168,8448,6656,7680,8448,7680,8960,6400,6400
7654.901961,1376.942021,1,1,0,0,1,1,1,0,0,0,1,0,5632,7168,8192,10496,5632,6400,7424,7680,5632,8960,9472,7168,8448,7168,7424
7219.2,1072.588994,1,1,0,1,0,1,1,0,0,0,1,0,8448,7680,7680,5888,7680,7168,7936,9216,7168,6144,7936,7680,7424,5632,7424
8033.103448,1776.746768,1,1,0,1,1,0,1,0,0,0,1,0,5376,7680,7424,7424,6144,7680,7424,7168,6144,7936,9472,13568,7424,7424,6912
8049.371429,1215.397999,1,1,0,1,1,1,0,0,0,0,1,0,6656,8960,8448,9216,7936,7168,8960,8448,7680,12800,9472,7168,7936,6144,9472
8768,2190.844507,1,1,1,1,1,1,1,0,0,0,0,1,9728,6656,6144,6144,2816,7424,9216,11008,8704,7424,9472,6912,11264,7168,12544
8704,1631.493134,1,1,1,0,1,1,1,0,0,0,0,1,9216,10240,11520,6144,8448,8704,3584,12032,8192,7936,9472,8960,7936,8960,7680
8951.741935,1949.059516,1,1,1,1,0,1,1,0,0,0,0,1,11264,7168,9728,9984,9728,7936,5120,9728,9984,6400,7168,10496,10752,11264,8960
11227.42857,2780.03001,1,1,1,1,1,0,1,0,0,0,0,1,8192,8704,8704,8704,8960,9472,9728,12288,9728,9728,9984,10496,10752,11008,11264
10218.66667,1771.878754,1,1,1,1,1,1,0,0,0,0,0,1,8192,11776,14336,9728,9728,9472,10752,7680,11776,9472,9472,7168,11008,9472,6400
7656.727273,1063.948051,0,1,1,1,1,1,1,0,0,0,0,1,7424,8448,8960,8704,7168,6144,8960,6400,6400,7680,6912,9728,7680,8960,8192
7874.56,1365.226662,0,1,1,0,1,1,1,0,0,0,0,1,8960,7680,8192,9472,8448,7424,7680,7680,7168,8704,7424,3328,7680,6144,8704
8333.617021,1348.097186,0,1,1,1,0,1,1,0,0,0,0,1,8960,8704,5632,7168,7680,7936,6912,9216,6144,7936,8448,6400,10240,8448,9216
8113.230769,1249.467224,0,1,1,1,1,0,1,0,0,0,0,1,8192,7424,7680,8704,8704,7168,7168,8448,8448,6144,9728,9472,7168,8192,8192
8819.612903,2030.688121,0,1,1,1,1,1,0,0,0,0,0,1,8192,8448,8448,9472,7936,14592,6144,8448,8448,7936,11520,7680,8960,12544,8704
8099.84,1822.041522,1,0,1,1,1,1,1,0,0,0,0,1,6144,7936,7680,10240,7936,5376,8448,7168,7680,6656,7424,8960,9216,9728,6144
7378.823529,1985.517446,1,0,1,0,1,1,1,0,0,0,0,1,7168,7936,2560,6144,11008,7680,5888,7424,7680,6912,6144,7168,7424,5376,9472
7289.904762,1574.27496,1,0,1,1,0,1,1,0,0,0,0,1,5632,4352,6656,8704,6144,7936,6400,8960,7424,3840,8448,8192,7680,8960,6400
8922.074074,1770.353592,1,0,1,1,1,0,1,0,0,0,0,1,6400,8192,8448,11264,8448,7168,8192,9984,7168,9984,7424,13568,10240,8192,11776
8232.421053,1655.356916,1,0,1,1,1,1,0,0,0,0,0,1,7168,7936,8960,7680,8960,7680,6144,9728,7680,9472,7424,6144,8960,8192,8192
8508.952381,1305.109899,1,1,0,1,1,1,1,0,0,0,0,1,9472,9472,9472,8704,8448,6912,7680,8192,9472,8704,8448,6656,4352,8704,9728
9779.2,1438.695706,1,1,0,0,1,1,1,0,0,0,0,1,7680,10496,10240,9728,9216,5376,9984,11264,9984,9984,11776,9728,8448,8960,9728
8362.666667,2558.805054,1,1,0,1,0,1,1,0,0,0,0,1,9728,10240,8192,9984,10752,4608,3584,11008,5632,12288,8960,10240,9984,9472,10752
9790.060606,1865.937866,1,1,0,1,1,0,1,0,0,0,0,1,8704,10496,10752,7680,11520,11008,8448,10496,7680,13312,12032,10240,7424,11264,7936
10512.69565,2296.340246,1,1,0,1,1,1,0,0,0,0,0,1,9472,8960,11776,10240,13568,9216,10496,7168,7936,9984,12800,7168,10496,9472,11264
